epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574105182587,2019-11-18T14:26:22.587,0.000,0.220,-0.969,-0.068
1574105182597,2019-11-18T14:26:22.597,0.010,0.224,-0.974,-0.069
1574105182607,2019-11-18T14:26:22.607,0.020,0.223,-0.966,-0.066
1574105182617,2019-11-18T14:26:22.617,0.030,0.224,-0.964,-0.060
1574105182627,2019-11-18T14:26:22.627,0.040,0.226,-0.965,-0.063
1574105182637,2019-11-18T14:26:22.637,0.050,0.227,-0.970,-0.061
1574105182647,2019-11-18T14:26:22.647,0.060,0.228,-0.970,-0.060
1574105182657,2019-11-18T14:26:22.657,0.070,0.226,-0.970,-0.061
1574105182667,2019-11-18T14:26:22.667,0.080,0.228,-0.968,-0.063
1574105182677,2019-11-18T14:26:22.677,0.090,0.232,-0.970,-0.060
1574105182687,2019-11-18T14:26:22.687,0.100,0.232,-0.968,-0.062
1574105182697,2019-11-18T14:26:22.697,0.110,0.236,-0.960,-0.059
1574105182707,2019-11-18T14:26:22.707,0.120,0.238,-0.965,-0.056
1574105182717,2019-11-18T14:26:22.717,0.130,0.234,-0.969,-0.061
1574105182727,2019-11-18T14:26:22.727,0.140,0.235,-0.969,-0.063
1574105182737,2019-11-18T14:26:22.737,0.150,0.236,-0.969,-0.066
1574105182747,2019-11-18T14:26:22.747,0.160,0.237,-0.972,-0.065
1574105182757,2019-11-18T14:26:22.757,0.170,0.235,-0.977,-0.072
1574105182767,2019-11-18T14:26:22.767,0.180,0.227,-0.977,-0.078
1574105182777,2019-11-18T14:26:22.777,0.190,0.226,-0.975,-0.078
1574105182787,2019-11-18T14:26:22.787,0.200,0.229,-0.978,-0.079
1574105182797,2019-11-18T14:26:22.797,0.210,0.224,-0.980,-0.079
1574105182807,2019-11-18T14:26:22.807,0.220,0.224,-0.979,-0.079
1574105182817,2019-11-18T14:26:22.817,0.230,0.221,-0.979,-0.079
1574105182827,2019-11-18T14:26:22.827,0.240,0.226,-0.978,-0.075
1574105182837,2019-11-18T14:26:22.837,0.250,0.225,-0.975,-0.075
1574105182847,2019-11-18T14:26:22.847,0.260,0.223,-0.977,-0.072
1574105182857,2019-11-18T14:26:22.857,0.270,0.227,-0.978,-0.070
1574105182867,2019-11-18T14:26:22.867,0.280,0.225,-0.976,-0.068
1574105182877,2019-11-18T14:26:22.877,0.290,0.224,-0.970,-0.063
1574105182887,2019-11-18T14:26:22.887,0.300,0.227,-0.966,-0.057
1574105182897,2019-11-18T14:26:22.897,0.310,0.230,-0.972,-0.054
1574105182907,2019-11-18T14:26:22.907,0.320,0.232,-0.972,-0.055
1574105182917,2019-11-18T14:26:22.917,0.330,0.234,-0.972,-0.052
1574105182927,2019-11-18T14:26:22.927,0.340,0.235,-0.980,-0.055
1574105182937,2019-11-18T14:26:22.937,0.350,0.234,-0.975,-0.054
1574105182947,2019-11-18T14:26:22.947,0.360,0.232,-0.971,-0.053
1574105182957,2019-11-18T14:26:22.957,0.370,0.233,-0.971,-0.054
1574105182967,2019-11-18T14:26:22.967,0.380,0.230,-0.971,-0.057
1574105182977,2019-11-18T14:26:22.977,0.390,0.227,-0.965,-0.059
1574105182987,2019-11-18T14:26:22.987,0.400,0.228,-0.967,-0.060
1574105182997,2019-11-18T14:26:22.997,0.410,0.225,-0.967,-0.063
1574105183007,2019-11-18T14:26:23.007,0.420,0.224,-0.969,-0.065
1574105183017,2019-11-18T14:26:23.017,0.430,0.222,-0.971,-0.065
1574105183027,2019-11-18T14:26:23.027,0.440,0.221,-0.970,-0.066
