epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1574105718315,2019-11-18T14:35:18.315,0.000,0.000051062,0.000044250,-0.000021750
1574105718365,2019-11-18T14:35:18.365,0.050,0.000051375,0.000044563,-0.000022875
1574105718415,2019-11-18T14:35:18.415,0.100,0.000051750,0.000045687,-0.000022125
1574105718465,2019-11-18T14:35:18.465,0.150,0.000052500,0.000045312,-0.000023688
1574105718515,2019-11-18T14:35:18.515,0.200,0.000051750,0.000044563,-0.000023312
1574105718565,2019-11-18T14:35:18.565,0.250,0.000052875,0.000044250,-0.000023688
1574105718615,2019-11-18T14:35:18.615,0.300,0.000053563,0.000044938,-0.000022938
1574105718665,2019-11-18T14:35:18.665,0.350,0.000053937,0.000043875,-0.000023312
1574105718715,2019-11-18T14:35:18.715,0.400,0.000055750,0.000045687,-0.000021750
1574105718765,2019-11-18T14:35:18.765,0.450,0.000056500,0.000046063,-0.000020625
1574105718815,2019-11-18T14:35:18.815,0.500,0.000059000,0.000046063,-0.000022125
1574105718865,2019-11-18T14:35:18.865,0.550,0.000058313,0.000045687,-0.000021750
1574105718915,2019-11-18T14:35:18.915,0.600,0.000060125,0.000046375,-0.000021750
1574105718965,2019-11-18T14:35:18.965,0.650,0.000058625,0.000044938,-0.000022938
1574105719015,2019-11-18T14:35:19.015,0.700,0.000058313,0.000045687,-0.000024062
1574105719065,2019-11-18T14:35:19.065,0.750,0.000056812,0.000044938,-0.000021750
1574105719115,2019-11-18T14:35:19.115,0.800,0.000056125,0.000044938,-0.000024062
1574105719165,2019-11-18T14:35:19.165,0.850,0.000053563,0.000044250,-0.000022125
1574105719215,2019-11-18T14:35:19.215,0.900,0.000053563,0.000044250,-0.000024062
1574105719265,2019-11-18T14:35:19.265,0.950,0.000051750,0.000044250,-0.000022125
1574105719315,2019-11-18T14:35:19.315,1.000,0.000050313,0.000044250,-0.000021750
1574105719365,2019-11-18T14:35:19.365,1.050,0.000047062,0.000042063,-0.000020625
1574105719415,2019-11-18T14:35:19.415,1.100,0.000042375,0.000040625,-0.000018688
1574105719465,2019-11-18T14:35:19.465,1.150,0.000039437,0.000039500,-0.000016063
1574105719515,2019-11-18T14:35:19.515,1.200,0.000035812,0.000039500,-0.000015250
1574105719565,2019-11-18T14:35:19.565,1.250,0.000036562,0.000039500,-0.000014500
1574105719615,2019-11-18T14:35:19.615,1.300,0.000038375,0.000040250,-0.000016063
1574105719665,2019-11-18T14:35:19.665,1.350,0.000040188,0.000042063,-0.000016063
1574105719715,2019-11-18T14:35:19.715,1.400,0.000041250,0.000042750,-0.000017187
1574105719765,2019-11-18T14:35:19.765,1.450,0.000043063,0.000043125,-0.000017938
1574105719815,2019-11-18T14:35:19.815,1.500,0.000042375,0.000042750,-0.000019500
1574105719865,2019-11-18T14:35:19.865,1.550,0.000044188,0.000042750,-0.000021000
1574105719915,2019-11-18T14:35:19.915,1.600,0.000046312,0.000042437,-0.000021375
1574105719965,2019-11-18T14:35:19.965,1.650,0.000048875,0.000042063,-0.000022938
1574105720015,2019-11-18T14:35:20.015,1.700,0.000051437,0.000042750,-0.000023312
1574105720065,2019-11-18T14:35:20.065,1.750,0.000054312,0.000042063,-0.000024438
1574105720115,2019-11-18T14:35:20.115,1.800,0.000056812,0.000042437,-0.000026750
1574105720165,2019-11-18T14:35:20.165,1.850,0.000060125,0.000040937,-0.000027500
1574105720215,2019-11-18T14:35:20.215,1.900,0.000063000,0.000040250,-0.000026000
1574105720265,2019-11-18T14:35:20.265,1.950,0.000065188,0.000037687,-0.000027875
1574105720315,2019-11-18T14:35:20.315,2.000,0.000067375,0.000036625,-0.000029062
1574105720365,2019-11-18T14:35:20.365,2.050,0.000068813,0.000035187,-0.000029438
1574105720415,2019-11-18T14:35:20.415,2.100,0.000070625,0.000033750,-0.000031750
1574105720465,2019-11-18T14:35:20.465,2.150,0.000071000,0.000032625,-0.000033250
1574105720515,2019-11-18T14:35:20.515,2.200,0.000071688,0.000031563,-0.000032500
1574105720565,2019-11-18T14:35:20.565,2.250,0.000073875,0.000029750,-0.000032875
1574105720615,2019-11-18T14:35:20.615,2.300,0.000074625,0.000030438,-0.000033250
1574105720665,2019-11-18T14:35:20.665,2.350,0.000074625,0.000029000,-0.000034000
1574105720715,2019-11-18T14:35:20.715,2.400,0.000075688,0.000029375,-0.000032875
1574105720765,2019-11-18T14:35:20.765,2.450,0.000074250,0.000028625,-0.000033250
1574105720815,2019-11-18T14:35:20.815,2.500,0.000074938,0.000029375,-0.000032125
1574105720865,2019-11-18T14:35:20.865,2.550,0.000073875,0.000030438,-0.000031750
