epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574105718299,2019-11-18T14:35:18.299,0.000,97502.594
1574105718435,2019-11-18T14:35:18.435,0.136,97500.797
1574105718570,2019-11-18T14:35:18.570,0.271,97501.289
1574105718706,2019-11-18T14:35:18.706,0.407,97496.063
1574105718841,2019-11-18T14:35:18.841,0.542,97501.617
1574105718977,2019-11-18T14:35:18.977,0.678,97493.773
1574105719114,2019-11-18T14:35:19.114,0.815,97500.797
1574105719248,2019-11-18T14:35:19.248,0.949,97496.875
1574105719385,2019-11-18T14:35:19.385,1.086,97499.000
1574105719521,2019-11-18T14:35:19.521,1.222,97503.742
1574105719656,2019-11-18T14:35:19.656,1.357,97498.516
1574105719792,2019-11-18T14:35:19.792,1.493,97499.000
1574105719927,2019-11-18T14:35:19.927,1.628,97501.125
1574105720063,2019-11-18T14:35:20.063,1.764,97498.516
1574105720199,2019-11-18T14:35:20.199,1.900,97501.984
1574105720334,2019-11-18T14:35:20.334,2.035,97493.773
1574105720470,2019-11-18T14:35:20.470,2.171,97499.359
1574105720606,2019-11-18T14:35:20.606,2.307,97497.563
1574105720741,2019-11-18T14:35:20.741,2.442,97495.438
1574105720877,2019-11-18T14:35:20.877,2.578,97498.875
1574105721014,2019-11-18T14:35:21.014,2.715,97498.875
1574105721148,2019-11-18T14:35:21.148,2.849,97499.695
1574105721285,2019-11-18T14:35:21.285,2.986,97500.188
1574105721421,2019-11-18T14:35:21.421,3.122,97501.484
1574105721556,2019-11-18T14:35:21.556,3.257,97495.438
1574105721692,2019-11-18T14:35:21.692,3.393,97497.930
1574105721827,2019-11-18T14:35:21.827,3.528,97500.188
1574105721963,2019-11-18T14:35:21.963,3.664,97493.156
1574105722099,2019-11-18T14:35:22.099,3.800,97499.234
1574105722234,2019-11-18T14:35:22.234,3.935,97497.078
1574105722370,2019-11-18T14:35:22.370,4.071,97494.000
1574105722506,2019-11-18T14:35:22.506,4.207,97494.328
1574105722641,2019-11-18T14:35:22.641,4.342,97503.977
1574105722777,2019-11-18T14:35:22.777,4.478,97501.852
1574105722912,2019-11-18T14:35:22.912,4.613,97502.672
1574105723048,2019-11-18T14:35:23.048,4.749,97496.625
1574105723184,2019-11-18T14:35:23.184,4.885,97497.930
1574105723319,2019-11-18T14:35:23.319,5.020,97497.930
1574105723455,2019-11-18T14:35:23.455,5.156,97502.172
1574105723592,2019-11-18T14:35:23.592,5.293,97496.125
1574105723726,2019-11-18T14:35:23.726,5.427,97503.484
1574105723863,2019-11-18T14:35:23.863,5.564,97500.047
1574105723997,2019-11-18T14:35:23.997,5.698,97502.539
1574105724134,2019-11-18T14:35:24.134,5.835,97502.172
1574105724270,2019-11-18T14:35:24.270,5.971,97502.172
1574105724405,2019-11-18T14:35:24.405,6.106,97501.234
1574105724541,2019-11-18T14:35:24.541,6.242,97501.688
1574105724677,2019-11-18T14:35:24.677,6.378,97503.484
1574105724812,2019-11-18T14:35:24.812,6.513,97503.000
1574105724948,2019-11-18T14:35:24.948,6.649,97502.539
1574105725084,2019-11-18T14:35:25.084,6.785,97502.539
1574105725219,2019-11-18T14:35:25.219,6.920,97503.844
1574105725355,2019-11-18T14:35:25.355,7.056,97498.250
1574105725490,2019-11-18T14:35:25.490,7.191,97496.953
1574105725626,2019-11-18T14:35:25.626,7.327,97502.539
1574105725763,2019-11-18T14:35:25.763,7.464,97494.328
1574105725897,2019-11-18T14:35:25.897,7.598,97503.000
1574105726034,2019-11-18T14:35:26.034,7.735,97505.156
1574105726170,2019-11-18T14:35:26.170,7.871,97504.297
1574105726305,2019-11-18T14:35:26.305,8.006,97505.156
1574105726441,2019-11-18T14:35:26.441,8.142,97504.664
1574105726576,2019-11-18T14:35:26.576,8.277,97506.461
1574105726712,2019-11-18T14:35:26.712,8.413,97503.844
1574105726848,2019-11-18T14:35:26.848,8.549,97501.234
1574105726983,2019-11-18T14:35:26.983,8.684,97500.375
1574105727119,2019-11-18T14:35:27.119,8.820,97500.375
1574105727255,2019-11-18T14:35:27.255,8.956,97500.375
1574105727390,2019-11-18T14:35:27.390,9.091,97496.953
1574105727526,2019-11-18T14:35:27.526,9.227,97499.922
1574105727661,2019-11-18T14:35:27.661,9.362,97497.766
1574105727797,2019-11-18T14:35:27.797,9.498,97493.516
1574105727933,2019-11-18T14:35:27.933,9.634,97497.766
1574105728068,2019-11-18T14:35:28.068,9.769,97496.461
1574105728204,2019-11-18T14:35:28.204,9.905,97491.719
1574105728341,2019-11-18T14:35:28.341,10.042,97496.953
1574105728475,2019-11-18T14:35:28.475,10.176,97496.125
1574105728612,2019-11-18T14:35:28.612,10.313,97499.563
1574105728746,2019-11-18T14:35:28.746,10.447,97499.078
1574105728883,2019-11-18T14:35:28.883,10.584,97499.563
1574105729019,2019-11-18T14:35:29.019,10.720,97502.172
1574105729155,2019-11-18T14:35:29.155,10.856,97503.484
1574105729290,2019-11-18T14:35:29.290,10.991,97494.000
1574105729426,2019-11-18T14:35:29.426,11.127,97499.078
1574105729561,2019-11-18T14:35:29.561,11.262,97496.953
1574105729697,2019-11-18T14:35:29.697,11.398,97499.078
1574105729833,2019-11-18T14:35:29.833,11.534,97500.875
1574105729968,2019-11-18T14:35:29.968,11.669,97501.234
1574105730104,2019-11-18T14:35:30.104,11.805,97500.047
1574105730239,2019-11-18T14:35:30.239,11.940,97503.000
1574105730375,2019-11-18T14:35:30.375,12.076,97503.000
1574105730512,2019-11-18T14:35:30.512,12.213,97500.875
1574105730646,2019-11-18T14:35:30.646,12.347,97501.688
1574105730783,2019-11-18T14:35:30.783,12.484,97499.078
1574105730919,2019-11-18T14:35:30.919,12.620,97499.563
1574105731054,2019-11-18T14:35:31.054,12.755,97507.766
1574105731190,2019-11-18T14:35:31.190,12.891,97502.539
1574105731326,2019-11-18T14:35:31.326,13.027,97502.172
1574105731461,2019-11-18T14:35:31.461,13.162,97507.406
1574105731597,2019-11-18T14:35:31.597,13.298,97508.219
1574105731733,2019-11-18T14:35:31.733,13.434,97506.102
