epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574106591772,2019-11-18T14:49:51.772,0.000,0.862,-0.518,0.035
1574106591782,2019-11-18T14:49:51.782,0.010,0.868,-0.528,0.030
1574106591792,2019-11-18T14:49:51.792,0.020,0.865,-0.532,0.022
1574106591802,2019-11-18T14:49:51.802,0.030,0.865,-0.538,0.019
1574106591812,2019-11-18T14:49:51.812,0.040,0.861,-0.556,0.017
1574106591822,2019-11-18T14:49:51.822,0.050,0.856,-0.564,0.016
1574106591832,2019-11-18T14:49:51.832,0.060,0.853,-0.562,0.016
1574106591842,2019-11-18T14:49:51.842,0.070,0.849,-0.561,0.021
1574106591852,2019-11-18T14:49:51.852,0.080,0.845,-0.562,0.022
1574106591862,2019-11-18T14:49:51.862,0.090,0.848,-0.563,0.019
1574106591872,2019-11-18T14:49:51.872,0.100,0.848,-0.556,0.021
1574106591882,2019-11-18T14:49:51.882,0.110,0.849,-0.556,0.024
1574106591892,2019-11-18T14:49:51.892,0.120,0.846,-0.564,0.024
1574106591902,2019-11-18T14:49:51.902,0.130,0.843,-0.574,0.028
1574106591912,2019-11-18T14:49:51.912,0.140,0.829,-0.574,0.029
1574106591922,2019-11-18T14:49:51.922,0.150,0.811,-0.575,0.026
1574106591932,2019-11-18T14:49:51.932,0.160,0.795,-0.571,0.029
1574106591942,2019-11-18T14:49:51.942,0.170,0.780,-0.569,0.029
1574106591952,2019-11-18T14:49:51.952,0.180,0.770,-0.568,0.026
1574106591962,2019-11-18T14:49:51.962,0.190,0.766,-0.559,0.025
1574106591972,2019-11-18T14:49:51.972,0.200,0.766,-0.552,0.024
1574106591982,2019-11-18T14:49:51.982,0.210,0.760,-0.542,0.020
1574106591992,2019-11-18T14:49:51.992,0.220,0.749,-0.538,0.017
1574106592002,2019-11-18T14:49:52.002,0.230,0.750,-0.548,0.014
1574106592012,2019-11-18T14:49:52.012,0.240,0.757,-0.563,0.012
1574106592022,2019-11-18T14:49:52.022,0.250,0.761,-0.572,0.007
1574106592032,2019-11-18T14:49:52.032,0.260,0.771,-0.574,0.005
1574106592042,2019-11-18T14:49:52.042,0.270,0.772,-0.569,0.006
1574106592052,2019-11-18T14:49:52.052,0.280,0.783,-0.560,0.009
1574106592062,2019-11-18T14:49:52.062,0.290,0.792,-0.566,0.002
1574106592072,2019-11-18T14:49:52.072,0.300,0.804,-0.589,-0.004
1574106592082,2019-11-18T14:49:52.082,0.310,0.821,-0.594,-0.012
1574106592092,2019-11-18T14:49:52.092,0.320,0.833,-0.591,-0.018
1574106592102,2019-11-18T14:49:52.102,0.330,0.841,-0.605,-0.029
1574106592112,2019-11-18T14:49:52.112,0.340,0.848,-0.611,-0.037
1574106592122,2019-11-18T14:49:52.122,0.350,0.842,-0.619,-0.044
1574106592132,2019-11-18T14:49:52.132,0.360,0.837,-0.639,-0.054
1574106592142,2019-11-18T14:49:52.142,0.370,0.839,-0.648,-0.063
1574106592152,2019-11-18T14:49:52.152,0.380,0.841,-0.639,-0.063
1574106592162,2019-11-18T14:49:52.162,0.390,0.837,-0.631,-0.057
1574106592172,2019-11-18T14:49:52.172,0.400,0.826,-0.625,-0.059
1574106592182,2019-11-18T14:49:52.182,0.410,0.815,-0.602,-0.057
1574106592192,2019-11-18T14:49:52.192,0.420,0.816,-0.582,-0.056
1574106592202,2019-11-18T14:49:52.202,0.430,0.817,-0.570,-0.052
1574106592212,2019-11-18T14:49:52.212,0.440,0.813,-0.561,-0.048
1574106592222,2019-11-18T14:49:52.222,0.450,0.797,-0.555,-0.050
1574106592232,2019-11-18T14:49:52.232,0.460,0.774,-0.550,-0.054
1574106592242,2019-11-18T14:49:52.242,0.470,0.757,-0.541,-0.057
1574106592252,2019-11-18T14:49:52.252,0.480,0.735,-0.523,-0.060
1574106592262,2019-11-18T14:49:52.262,0.490,0.713,-0.517,-0.060
1574106592272,2019-11-18T14:49:52.272,0.500,0.695,-0.532,-0.064
1574106592282,2019-11-18T14:49:52.282,0.510,0.684,-0.522,-0.066
1574106592292,2019-11-18T14:49:52.292,0.520,0.676,-0.491,-0.059
1574106592302,2019-11-18T14:49:52.302,0.530,0.673,-0.485,-0.054
1574106592312,2019-11-18T14:49:52.312,0.540,0.682,-0.475,-0.046
1574106592322,2019-11-18T14:49:52.322,0.550,0.680,-0.463,-0.037
1574106592332,2019-11-18T14:49:52.332,0.560,0.670,-0.472,-0.035
1574106592342,2019-11-18T14:49:52.342,0.570,0.663,-0.485,-0.033
1574106592352,2019-11-18T14:49:52.352,0.580,0.651,-0.499,-0.037
1574106592362,2019-11-18T14:49:52.362,0.590,0.644,-0.500,-0.033
1574106592372,2019-11-18T14:49:52.372,0.600,0.641,-0.517,-0.032
1574106592382,2019-11-18T14:49:52.382,0.610,0.660,-0.568,-0.036
1574106592392,2019-11-18T14:49:52.392,0.620,0.685,-0.571,-0.037
1574106592402,2019-11-18T14:49:52.402,0.630,0.688,-0.539,-0.028
1574106592412,2019-11-18T14:49:52.412,0.640,0.692,-0.549,-0.024
1574106592422,2019-11-18T14:49:52.422,0.650,0.717,-0.585,-0.027
1574106592432,2019-11-18T14:49:52.432,0.660,0.741,-0.592,-0.027
1574106592442,2019-11-18T14:49:52.442,0.670,0.755,-0.602,-0.024
1574106592452,2019-11-18T14:49:52.452,0.680,0.778,-0.625,-0.029
1574106592462,2019-11-18T14:49:52.462,0.690,0.804,-0.636,-0.029
1574106592472,2019-11-18T14:49:52.472,0.700,0.818,-0.633,-0.026
1574106592482,2019-11-18T14:49:52.482,0.710,0.822,-0.645,-0.026
1574106592492,2019-11-18T14:49:52.492,0.720,0.824,-0.667,-0.030
1574106592502,2019-11-18T14:49:52.502,0.730,0.816,-0.671,-0.030
1574106592512,2019-11-18T14:49:52.512,0.740,0.785,-0.654,-0.033
1574106592522,2019-11-18T14:49:52.522,0.750,0.743,-0.655,-0.042
1574106592532,2019-11-18T14:49:52.532,0.760,0.703,-0.668,-0.054
1574106592542,2019-11-18T14:49:52.542,0.770,0.655,-0.664,-0.062
1574106592552,2019-11-18T14:49:52.552,0.780,0.614,-0.649,-0.063
1574106592562,2019-11-18T14:49:52.562,0.790,0.589,-0.626,-0.063
1574106592572,2019-11-18T14:49:52.572,0.800,0.565,-0.604,-0.059
1574106592582,2019-11-18T14:49:52.582,0.810,0.541,-0.600,-0.059
1574106592592,2019-11-18T14:49:52.592,0.820,0.517,-0.605,-0.062
1574106592602,2019-11-18T14:49:52.602,0.830,0.489,-0.590,-0.068
1574106592612,2019-11-18T14:49:52.612,0.840,0.457,-0.567,-0.063
1574106592622,2019-11-18T14:49:52.622,0.850,0.435,-0.587,-0.063
1574106592632,2019-11-18T14:49:52.632,0.860,0.442,-0.629,-0.075
1574106592642,2019-11-18T14:49:52.642,0.870,0.453,-0.632,-0.082
1574106592652,2019-11-18T14:49:52.652,0.880,0.468,-0.585,-0.083
1574106592662,2019-11-18T14:49:52.662,0.890,0.519,-0.507,-0.090
1574106592672,2019-11-18T14:49:52.672,0.900,0.571,-0.439,-0.115
1574106592682,2019-11-18T14:49:52.682,0.910,0.621,-0.437,-0.160
1574106592692,2019-11-18T14:49:52.692,0.920,0.709,-0.520,-0.217
1574106592702,2019-11-18T14:49:52.702,0.930,0.807,-0.683,-0.294
